quote_date,item_id,p_mean,p25,p_median,p75,itemName,date,dateStata,dateISO,obs,year,month,quarter,_merge
200309,210102,.8344872,.72,.79,.97,"Bread",188,01-09-2003,"2003-09-01",101448,2003,9,3,"Matched (3)"
200309,310109,2.182638,2.05,2.2,2.325,"Beer",188,01-09-2003,"2003-09-01",101448,2003,9,3,"Matched (3)"
200310,210102,.8412941,.72,.83,.97,"Bread",189,01-10-2003,"2003-10-01",104513,2003,10,4,"Matched (3)"
200310,310109,2.186319,2.05,2.2,2.35,"Beer",189,01-10-2003,"2003-10-01",104513,2003,10,4,"Matched (3)"
200311,310109,2.19188,2.05,2.2,2.35,"Beer",190,01-11-2003,"2003-11-01",109068,2003,11,4,"Matched (3)"
200311,210102,.8141905,.69,.75,.97,"Bread",190,01-11-2003,"2003-11-01",109068,2003,11,4,"Matched (3)"
200312,210102,.8228571,.69,.75,.97,"Bread",191,01-12-2003,"2003-12-01",110012,2003,12,4,"Matched (3)"
200312,310109,2.200535,2.1,2.2,2.35,"Beer",191,01-12-2003,"2003-12-01",110012,2003,12,4,"Matched (3)"
200401,210102,.8215384,.72,.77,.96,"Bread",192,01-01-2004,"2004-01-01",107904,2004,1,1,"Matched (3)"
200401,310109,2.196345,2.05,2.2,2.35,"Beer",192,01-01-2004,"2004-01-01",107904,2004,1,1,"Matched (3)"
200402,310109,2.17768,2.05,2.2,2.35,"Beer",193,01-02-2004,"2004-02-01",103439,2004,2,1,"Matched (3)"
200402,210102,.8513402,.75,.79,.98,"Bread",193,01-02-2004,"2004-02-01",103439,2004,2,1,"Matched (3)"
200403,310109,2.202024,2.06,2.2,2.4,"Beer",194,01-03-2004,"2004-03-01",105011,2004,3,1,"Matched (3)"
200403,210102,.8354082,.73,.77,.95,"Bread",194,01-03-2004,"2004-03-01",105011,2004,3,1,"Matched (3)"
200404,210102,.8252631,.72,.77,.98,"Bread",195,01-04-2004,"2004-04-01",105509,2004,4,2,"Matched (3)"
200404,310109,2.215385,2.1,2.22,2.4,"Beer",195,01-04-2004,"2004-04-01",105509,2004,4,2,"Matched (3)"
200405,310109,2.221329,2.1,2.25,2.4,"Beer",196,01-05-2004,"2004-05-01",107319,2004,5,2,"Matched (3)"
200405,210102,.8367327,.73,.77,.97,"Bread",196,01-05-2004,"2004-05-01",107319,2004,5,2,"Matched (3)"
200406,210102,.8425,.73,.78,.98,"Bread",197,01-06-2004,"2004-06-01",107774,2004,6,2,"Matched (3)"
200406,310109,2.22463,2.1,2.25,2.4,"Beer",197,01-06-2004,"2004-06-01",107774,2004,6,2,"Matched (3)"
200407,310109,2.22441,2.1,2.25,2.4,"Beer",198,01-07-2004,"2004-07-01",106865,2004,7,3,"Matched (3)"
200407,210102,.8586138,.73,.79,.98,"Bread",198,01-07-2004,"2004-07-01",106865,2004,7,3,"Matched (3)"
200408,310109,2.227165,2.1,2.25,2.4,"Beer",199,01-08-2004,"2004-08-01",105050,2004,8,3,"Matched (3)"
200408,210102,.852451,.73,.79,.98,"Bread",199,01-08-2004,"2004-08-01",105050,2004,8,3,"Matched (3)"
200409,210102,.8467925,.73,.79,.98,"Bread",200,01-09-2004,"2004-09-01",104170,2004,9,3,"Matched (3)"
200409,310109,2.222743,2.1,2.25,2.4,"Beer",200,01-09-2004,"2004-09-01",104170,2004,9,3,"Matched (3)"
200410,210102,.855,.73,.79,.98,"Bread",201,01-10-2004,"2004-10-01",105471,2004,10,4,"Matched (3)"
200410,310109,2.226546,2.1,2.25,2.4,"Beer",201,01-10-2004,"2004-10-01",105471,2004,10,4,"Matched (3)"
200411,210102,.8458654,.73,.79,.98,"Bread",202,01-11-2004,"2004-11-01",106502,2004,11,4,"Matched (3)"
200411,310109,2.230518,2.1,2.25,2.4,"Beer",202,01-11-2004,"2004-11-01",106502,2004,11,4,"Matched (3)"
200412,310109,2.234742,2.1,2.25,2.4,"Beer",203,01-12-2004,"2004-12-01",106782,2004,12,4,"Matched (3)"
200412,210102,.8511712,.73,.79,.99,"Bread",203,01-12-2004,"2004-12-01",106782,2004,12,4,"Matched (3)"
200501,310109,2.234787,2.1,2.25,2.4,"Beer",204,01-01-2005,"2005-01-01",103613,2005,1,1,"Matched (3)"
200501,210102,.8514546,.73,.79,.99,"Bread",204,01-01-2005,"2005-01-01",103613,2005,1,1,"Matched (3)"
200502,310109,2.241216,2.1,2.25,2.4,"Beer",205,01-02-2005,"2005-02-01",108851,2005,2,1,"Matched (3)"
200502,210102,.8423077,.725,.79,.99,"Bread",205,01-02-2005,"2005-02-01",108851,2005,2,1,"Matched (3)"
200503,310109,2.255681,2.13,2.28,2.4,"Beer",206,01-03-2005,"2005-03-01",109174,2005,3,1,"Matched (3)"
200503,210102,.8372898,.73,.77,.99,"Bread",206,01-03-2005,"2005-03-01",109174,2005,3,1,"Matched (3)"
200504,310109,2.277663,2.15,2.3,2.45,"Beer",207,01-04-2005,"2005-04-01",112133,2005,4,2,"Matched (3)"
200504,210102,.8317117,.66,.79,.99,"Bread",207,01-04-2005,"2005-04-01",112133,2005,4,2,"Matched (3)"
200505,210102,.8069697,.73,.73,.96,"Bread",208,01-05-2005,"2005-05-01",111815,2005,5,2,"Matched (3)"
200505,310109,2.250853,2.13,2.25,2.4,"Beer",208,01-05-2005,"2005-05-01",111815,2005,5,2,"Matched (3)"
200506,210102,.8247273,.67,.79,.99,"Bread",209,01-06-2005,"2005-06-01",114133,2005,6,2,"Matched (3)"
200506,310109,2.290743,2.15,2.3,2.48,"Beer",209,01-06-2005,"2005-06-01",114133,2005,6,2,"Matched (3)"
200507,210102,.8414679,.73,.79,.99,"Bread",210,01-07-2005,"2005-07-01",112702,2005,7,3,"Matched (3)"
200507,310109,2.298136,2.15,2.3,2.5,"Beer",210,01-07-2005,"2005-07-01",112702,2005,7,3,"Matched (3)"
200508,310109,2.299,2.15,2.3,2.5,"Beer",211,01-08-2005,"2005-08-01",111794,2005,8,3,"Matched (3)"
200508,210102,.8250893,.725,.79,.99,"Bread",211,01-08-2005,"2005-08-01",111794,2005,8,3,"Matched (3)"
200509,310109,2.298801,2.15,2.3,2.49,"Beer",212,01-09-2005,"2005-09-01",111426,2005,9,3,"Matched (3)"
200509,210102,.8159091,.72,.785,.99,"Bread",212,01-09-2005,"2005-09-01",111426,2005,9,3,"Matched (3)"
200510,310109,2.299364,2.15,2.3,2.49,"Beer",213,01-10-2005,"2005-10-01",108500,2005,10,4,"Matched (3)"
200510,210102,.8246363,.67,.79,.99,"Bread",213,01-10-2005,"2005-10-01",108500,2005,10,4,"Matched (3)"
200511,210102,.8322222,.77,.79,1,"Bread",214,01-11-2005,"2005-11-01",104534,2005,11,4,"Matched (3)"
200511,310109,2.300345,2.15,2.3,2.5,"Beer",214,01-11-2005,"2005-11-01",104534,2005,11,4,"Matched (3)"
200512,210102,.8371053,.73,.79,.99,"Bread",215,01-12-2005,"2005-12-01",109077,2005,12,4,"Matched (3)"
200512,310109,2.304092,2.15,2.3,2.5,"Beer",215,01-12-2005,"2005-12-01",109077,2005,12,4,"Matched (3)"
200601,210102,.8346154,.72,.79,1,"Bread",216,01-01-2006,"2006-01-01",104610,2006,1,1,"Matched (3)"
200601,310109,2.295096,2.15,2.3,2.5,"Beer",216,01-01-2006,"2006-01-01",104610,2006,1,1,"Matched (3)"
200602,210102,.8448485,.72,.79,1,"Bread",217,01-02-2006,"2006-02-01",100465,2006,2,1,"Matched (3)"
200602,310109,2.315178,2.17,2.3,2.5,"Beer",217,01-02-2006,"2006-02-01",100465,2006,2,1,"Matched (3)"
200603,210102,.8423,.675,.79,.995,"Bread",218,01-03-2006,"2006-03-01",103882,2006,3,1,"Matched (3)"
200603,310109,2.334251,2.2,2.35,2.5,"Beer",218,01-03-2006,"2006-03-01",103882,2006,3,1,"Matched (3)"
200604,210102,.8658715,.72,.79,1,"Bread",219,01-04-2006,"2006-04-01",107567,2006,4,2,"Matched (3)"
200604,310109,2.350988,2.2,2.4,2.5,"Beer",219,01-04-2006,"2006-04-01",107567,2006,4,2,"Matched (3)"
200605,310109,2.366971,2.2,2.4,2.55,"Beer",220,01-05-2006,"2006-05-01",109228,2006,5,2,"Matched (3)"
200605,210102,.8535922,.72,.79,1.02,"Bread",220,01-05-2006,"2006-05-01",109228,2006,5,2,"Matched (3)"
200606,310109,2.372062,2.2,2.4,2.55,"Beer",221,01-06-2006,"2006-06-01",110194,2006,6,2,"Matched (3)"
200606,210102,.8649153,.72,.815,1,"Bread",221,01-06-2006,"2006-06-01",110194,2006,6,2,"Matched (3)"
200607,210102,.8961111,.72,.8200001,1.01,"Bread",222,01-07-2006,"2006-07-01",107021,2006,7,3,"Matched (3)"
200607,310109,2.380859,2.205,2.4,2.55,"Beer",222,01-07-2006,"2006-07-01",107021,2006,7,3,"Matched (3)"
200608,310109,2.385837,2.22,2.4,2.57,"Beer",223,01-08-2006,"2006-08-01",105147,2006,8,3,"Matched (3)"
200608,210102,.8810909,.77,.8200001,1,"Bread",223,01-08-2006,"2006-08-01",105147,2006,8,3,"Matched (3)"
200609,210102,.8875,.77,.855,.995,"Bread",224,01-09-2006,"2006-09-01",105598,2006,9,3,"Matched (3)"
200609,310109,2.389596,2.205,2.4,2.585,"Beer",224,01-09-2006,"2006-09-01",105598,2006,9,3,"Matched (3)"
200610,210102,.8882759,.77,.805,.995,"Bread",225,01-10-2006,"2006-10-01",106345,2006,10,4,"Matched (3)"
200610,310109,2.388156,2.22,2.4,2.55,"Beer",225,01-10-2006,"2006-10-01",106345,2006,10,4,"Matched (3)"
200611,310109,2.394818,2.23,2.4,2.6,"Beer",226,01-11-2006,"2006-11-01",107067,2006,11,4,"Matched (3)"
200611,210102,.9112931,.77,.82,.995,"Bread",226,01-11-2006,"2006-11-01",107067,2006,11,4,"Matched (3)"
200612,310109,2.401851,2.25,2.4,2.6,"Beer",227,01-12-2006,"2006-12-01",107974,2006,12,4,"Matched (3)"
200612,210102,.9155932,.79,.83,.99,"Bread",227,01-12-2006,"2006-12-01",107974,2006,12,4,"Matched (3)"
200701,210102,.9255556,.79,.86,.99,"Bread",228,01-01-2007,"2007-01-01",94734,2007,1,1,"Matched (3)"
200701,310109,2.388594,2.25,2.4,2.6,"Beer",228,01-01-2007,"2007-01-01",94734,2007,1,1,"Matched (3)"
200702,210102,.9217699,.79,.89,1,"Bread",229,01-02-2007,"2007-02-01",94993,2007,2,1,"Matched (3)"
200702,310109,2.398654,2.25,2.44,2.6,"Beer",229,01-02-2007,"2007-02-01",94993,2007,2,1,"Matched (3)"
200703,310109,2.425077,2.25,2.45,2.6,"Beer",230,01-03-2007,"2007-03-01",99770,2007,3,1,"Matched (3)"
200703,210102,.9188696,.79,.86,1.04,"Bread",230,01-03-2007,"2007-03-01",99770,2007,3,1,"Matched (3)"
200704,210102,.9366667,.84,.87,.995,"Bread",231,01-04-2007,"2007-04-01",101168,2007,4,2,"Matched (3)"
200704,310109,2.444509,2.3,2.5,2.65,"Beer",231,01-04-2007,"2007-04-01",101168,2007,4,2,"Matched (3)"
200705,210102,.9526829,.84,.89,1.02,"Bread",232,01-05-2007,"2007-05-01",102992,2007,5,2,"Matched (3)"
200705,310109,2.449216,2.3,2.5,2.65,"Beer",232,01-05-2007,"2007-05-01",102992,2007,5,2,"Matched (3)"
200706,210102,.94576,.84,.89,1,"Bread",233,01-06-2007,"2007-06-01",104456,2007,6,2,"Matched (3)"
200706,310109,2.457321,2.3,2.5,2.65,"Beer",233,01-06-2007,"2007-06-01",104456,2007,6,2,"Matched (3)"
200707,310109,2.468623,2.3,2.5,2.65,"Beer",234,01-07-2007,"2007-07-01",103584,2007,7,3,"Matched (3)"
200707,210102,.9442975,.84,.87,1,"Bread",234,01-07-2007,"2007-07-01",103584,2007,7,3,"Matched (3)"
200708,210102,.9786842,.84,.91,1.07,"Bread",235,01-08-2007,"2007-08-01",103198,2007,8,3,"Matched (3)"
200708,310109,2.461027,2.3,2.5,2.65,"Beer",235,01-08-2007,"2007-08-01",103198,2007,8,3,"Matched (3)"
200709,210102,1.014746,.94,.94,1.05,"Bread",236,01-09-2007,"2007-09-01",103769,2007,9,3,"Matched (3)"
200709,310109,2.466711,2.3,2.5,2.65,"Beer",236,01-09-2007,"2007-09-01",103769,2007,9,3,"Matched (3)"
200710,310109,2.467118,2.3,2.5,2.7,"Beer",237,01-10-2007,"2007-10-01",105114,2007,10,4,"Matched (3)"
200710,210102,1.006847,.94,.97,1.09,"Bread",237,01-10-2007,"2007-10-01",105114,2007,10,4,"Matched (3)"
200711,210102,1.052124,.94,.99,1.12,"Bread",238,01-11-2007,"2007-11-01",107436,2007,11,4,"Matched (3)"
200711,310109,2.4664,2.3,2.5,2.7,"Beer",238,01-11-2007,"2007-11-01",107436,2007,11,4,"Matched (3)"
200712,210102,1.082581,.99,1.025,1.1,"Bread",239,01-12-2007,"2007-12-01",107286,2007,12,4,"Matched (3)"
200712,310109,2.472177,2.3,2.5,2.7,"Beer",239,01-12-2007,"2007-12-01",107286,2007,12,4,"Matched (3)"
200801,210102,1.07975,.99,1.03,1.1,"Bread",240,01-01-2008,"2008-01-01",102691,2008,1,1,"Matched (3)"
200801,310109,2.462733,2.3,2.5,2.7,"Beer",240,01-01-2008,"2008-01-01",102691,2008,1,1,"Matched (3)"
200802,210102,1.065446,.99,1.03,1.1,"Bread",241,01-02-2008,"2008-02-01",100511,2008,2,1,"Matched (3)"
200802,310109,2.487623,2.3,2.54,2.7,"Beer",241,01-02-2008,"2008-02-01",100511,2008,2,1,"Matched (3)"
200803,210102,1.074261,.99,1.05,1.1,"Bread",242,01-03-2008,"2008-03-01",105118,2008,3,1,"Matched (3)"
200803,310109,2.518798,2.35,2.55,2.75,"Beer",242,01-03-2008,"2008-03-01",105118,2008,3,1,"Matched (3)"
200804,310109,2.580509,2.35,2.6,2.8,"Beer",243,01-04-2008,"2008-04-01",99887,2008,4,2,"Matched (3)"
200804,210102,1.140336,1.09,1.09,1.15,"Bread",243,01-04-2008,"2008-04-01",99887,2008,4,2,"Matched (3)"
200805,210102,1.153675,1.09,1.09,1.15,"Bread",244,01-05-2008,"2008-05-01",100583,2008,5,2,"Matched (3)"
200805,310109,2.585703,2.39,2.6,2.8,"Beer",244,01-05-2008,"2008-05-01",100583,2008,5,2,"Matched (3)"
200806,310109,2.590918,2.39,2.62,2.85,"Beer",245,01-06-2008,"2008-06-01",101446,2008,6,2,"Matched (3)"
200806,210102,1.143036,1.09,1.09,1.15,"Bread",245,01-06-2008,"2008-06-01",101446,2008,6,2,"Matched (3)"
200807,310109,2.587861,2.35,2.65,2.85,"Beer",246,01-07-2008,"2008-07-01",102214,2008,7,3,"Matched (3)"
200807,210102,1.148609,1.09,1.09,1.15,"Bread",246,01-07-2008,"2008-07-01",102214,2008,7,3,"Matched (3)"
200808,210102,1.158475,1.09,1.09,1.15,"Bread",247,01-08-2008,"2008-08-01",102314,2008,8,3,"Matched (3)"
200808,310109,2.588488,2.38,2.635,2.825,"Beer",247,01-08-2008,"2008-08-01",102314,2008,8,3,"Matched (3)"
200809,210102,1.160517,1.09,1.09,1.175,"Bread",248,01-09-2008,"2008-09-01",102828,2008,9,3,"Matched (3)"
200809,310109,2.591226,2.35,2.61,2.85,"Beer",248,01-09-2008,"2008-09-01",102828,2008,9,3,"Matched (3)"
200810,310109,2.594914,2.38,2.65,2.85,"Beer",249,01-10-2008,"2008-10-01",103994,2008,10,4,"Matched (3)"
200810,210102,1.166471,1.09,1.09,1.2,"Bread",249,01-10-2008,"2008-10-01",103994,2008,10,4,"Matched (3)"
200811,210102,1.186293,1.09,1.09,1.25,"Bread",250,01-11-2008,"2008-11-01",104756,2008,11,4,"Matched (3)"
200811,310109,2.602706,2.39,2.65,2.85,"Beer",250,01-11-2008,"2008-11-01",104756,2008,11,4,"Matched (3)"
200812,310109,2.601303,2.38,2.65,2.85,"Beer",251,01-12-2008,"2008-12-01",101854,2008,12,4,"Matched (3)"
200812,210102,1.181391,1.09,1.09,1.25,"Bread",251,01-12-2008,"2008-12-01",101854,2008,12,4,"Matched (3)"
200901,210102,1.184609,1.09,1.09,1.25,"Bread",252,01-01-2009,"2009-01-01",98184,2009,1,1,"Matched (3)"
200901,310109,2.599559,2.38,2.65,2.85,"Beer",252,01-01-2009,"2009-01-01",98184,2009,1,1,"Matched (3)"
200902,310109,2.609255,2.39,2.65,2.9,"Beer",253,01-02-2009,"2009-02-01",91764,2009,2,1,"Matched (3)"
200902,210102,1.177248,1.09,1.09,1.25,"Bread",253,01-02-2009,"2009-02-01",91764,2009,2,1,"Matched (3)"
200903,310109,2.623717,2.4,2.7,2.9,"Beer",254,01-03-2009,"2009-03-01",97144,2009,3,1,"Matched (3)"
200903,210102,1.155,1,1.09,1.25,"Bread",254,01-03-2009,"2009-03-01",97144,2009,3,1,"Matched (3)"
200904,210102,1.146818,1,1.09,1.25,"Bread",255,01-04-2009,"2009-04-01",99211,2009,4,2,"Matched (3)"
200904,310109,2.634677,2.4,2.7,2.9,"Beer",255,01-04-2009,"2009-04-01",99211,2009,4,2,"Matched (3)"
200905,310109,2.659525,2.4,2.7,2.9,"Beer",256,01-05-2009,"2009-05-01",100141,2009,5,2,"Matched (3)"
200905,210102,1.15,1,1.09,1.25,"Bread",256,01-05-2009,"2009-05-01",100141,2009,5,2,"Matched (3)"
200906,310109,2.663497,2.4,2.7,2.91,"Beer",257,01-06-2009,"2009-06-01",99984,2009,6,2,"Matched (3)"
200906,210102,1.154602,1,1.09,1.25,"Bread",257,01-06-2009,"2009-06-01",99984,2009,6,2,"Matched (3)"
200907,310109,2.669695,2.4,2.7,2.95,"Beer",258,01-07-2009,"2009-07-01",100430,2009,7,3,"Matched (3)"
200907,210102,1.153661,1,1.09,1.25,"Bread",258,01-07-2009,"2009-07-01",100430,2009,7,3,"Matched (3)"
200908,210102,1.149027,1,1.09,1.25,"Bread",259,01-08-2009,"2009-08-01",101010,2009,8,3,"Matched (3)"
200908,310109,2.671166,2.4,2.7,2.95,"Beer",259,01-08-2009,"2009-08-01",101010,2009,8,3,"Matched (3)"
200909,310109,2.672178,2.4,2.7,2.95,"Beer",260,01-09-2009,"2009-09-01",102020,2009,9,3,"Matched (3)"
200909,210102,1.180526,1.09,1.1,1.25,"Bread",260,01-09-2009,"2009-09-01",102020,2009,9,3,"Matched (3)"
200910,310109,2.673473,2.445,2.7,2.95,"Beer",261,01-10-2009,"2009-10-01",102962,2009,10,4,"Matched (3)"
200910,210102,1.146814,1.05,1.1,1.25,"Bread",261,01-10-2009,"2009-10-01",102962,2009,10,4,"Matched (3)"
200911,210102,1.144649,1,1.1,1.25,"Bread",262,01-11-2009,"2009-11-01",104223,2009,11,4,"Matched (3)"
200911,310109,2.673682,2.43,2.7,2.95,"Beer",262,01-11-2009,"2009-11-01",104223,2009,11,4,"Matched (3)"
200912,310109,2.67597,2.45,2.7,2.95,"Beer",263,01-12-2009,"2009-12-01",105319,2009,12,4,"Matched (3)"
200912,210102,1.144561,1,1.1,1.25,"Bread",263,01-12-2009,"2009-12-01",105319,2009,12,4,"Matched (3)"
201001,310109,2.676908,2.45,2.75,2.95,"Beer",264,01-01-2010,"2010-01-01",101545,2010,1,1,"Matched (3)"
201001,210102,1.140536,1,1.09,1.265,"Bread",264,01-01-2010,"2010-01-01",101545,2010,1,1,"Matched (3)"
201002,310109,2.734759,2.48,2.8,3,"Beer",265,01-02-2010,"2010-02-01",97889,2010,2,1,"Matched (3)"
201002,210102,1.132178,1,1,1.25,"Bread",265,01-02-2010,"2010-02-01",97889,2010,2,1,"Matched (3)"
201003,210102,1.127826,.97,1.05,1.25,"Bread",266,01-03-2010,"2010-03-01",102189,2010,3,1,"Matched (3)"
201003,310109,2.748126,2.5,2.8,3,"Beer",266,01-03-2010,"2010-03-01",102189,2010,3,1,"Matched (3)"
201004,210102,1.128636,.97,1.07,1.25,"Bread",267,01-04-2010,"2010-04-01",104566,2010,4,2,"Matched (3)"
201004,310109,2.777233,2.5,2.825,3,"Beer",267,01-04-2010,"2010-04-01",104566,2010,4,2,"Matched (3)"
201005,310109,2.785581,2.51,2.85,3.05,"Beer",268,01-05-2010,"2010-05-01",105655,2010,5,2,"Matched (3)"
201005,210102,1.138974,1,1.09,1.25,"Bread",268,01-05-2010,"2010-05-01",105655,2010,5,2,"Matched (3)"
201006,210102,1.139298,1,1.025,1.25,"Bread",269,01-06-2010,"2010-06-01",106532,2010,6,2,"Matched (3)"
201006,310109,2.784075,2.55,2.85,3.05,"Beer",269,01-06-2010,"2010-06-01",106532,2010,6,2,"Matched (3)"
201007,310109,2.783665,2.505,2.85,3.05,"Beer",270,01-07-2010,"2010-07-01",107229,2010,7,3,"Matched (3)"
201007,210102,1.136759,1,1,1.255,"Bread",270,01-07-2010,"2010-07-01",107229,2010,7,3,"Matched (3)"
201008,210102,1.133551,1,1,1.26,"Bread",271,01-08-2010,"2010-08-01",108091,2010,8,3,"Matched (3)"
201008,310109,2.78108,2.5,2.85,3.05,"Beer",271,01-08-2010,"2010-08-01",108091,2010,8,3,"Matched (3)"
201009,310109,2.780151,2.5,2.85,3.05,"Beer",272,01-09-2010,"2010-09-01",108500,2010,9,3,"Matched (3)"
201009,210102,1.119915,.9,1.05,1.3,"Bread",272,01-09-2010,"2010-09-01",108500,2010,9,3,"Matched (3)"
201010,310109,2.781343,2.5,2.85,3.05,"Beer",273,01-10-2010,"2010-10-01",109466,2010,10,4,"Matched (3)"
201010,210102,1.199217,1.1,1.1,1.27,"Bread",273,01-10-2010,"2010-10-01",109466,2010,10,4,"Matched (3)"
201011,210102,1.205294,1.1,1.1,1.27,"Bread",274,01-11-2010,"2010-11-01",109784,2010,11,4,"Matched (3)"
201011,310109,2.801476,2.55,2.85,3.1,"Beer",274,01-11-2010,"2010-11-01",109784,2010,11,4,"Matched (3)"
201012,310109,2.811115,2.57,2.9,3.1,"Beer",275,01-12-2010,"2010-12-01",110303,2010,12,4,"Matched (3)"
201012,210102,1.210603,1.1,1.1,1.3,"Bread",275,01-12-2010,"2010-12-01",110303,2010,12,4,"Matched (3)"
201101,310109,2.856367,2.6,2.9,3.1,"Beer",276,01-01-2011,"2011-01-01",107592,2011,1,1,"Matched (3)"
201101,210102,1.24115,1.1,1.2,1.3,"Bread",276,01-01-2011,"2011-01-01",107592,2011,1,1,"Matched (3)"
201102,310109,2.865694,2.6,2.905,3.15,"Beer",277,01-02-2011,"2011-02-01",107243,2011,2,1,"Matched (3)"
201102,210102,1.271071,1.2,1.2,1.335,"Bread",277,01-02-2011,"2011-02-01",107243,2011,2,1,"Matched (3)"
201103,210102,1.257583,1.2,1.2,1.35,"Bread",278,01-03-2011,"2011-03-01",111703,2011,3,1,"Matched (3)"
201103,310109,2.867326,2.6,2.9,3.15,"Beer",278,01-03-2011,"2011-03-01",111703,2011,3,1,"Matched (3)"
201104,210102,1.273276,1.2,1.2,1.39,"Bread",279,01-04-2011,"2011-04-01",110135,2011,4,2,"Matched (3)"
201104,310109,2.913417,2.65,2.95,3.2,"Beer",279,01-04-2011,"2011-04-01",110135,2011,4,2,"Matched (3)"
201105,210102,1.27576,1.2,1.2,1.39,"Bread",280,01-05-2011,"2011-05-01",110905,2011,5,2,"Matched (3)"
201105,310109,2.922226,2.65,2.95,3.2,"Beer",280,01-05-2011,"2011-05-01",110905,2011,5,2,"Matched (3)"
201106,310109,2.927203,2.65,2.95,3.2,"Beer",281,01-06-2011,"2011-06-01",110923,2011,6,2,"Matched (3)"
201106,210102,1.286446,1.2,1.2,1.39,"Bread",281,01-06-2011,"2011-06-01",110923,2011,6,2,"Matched (3)"
201107,310109,2.933197,2.7,3,3.2,"Beer",282,01-07-2011,"2011-07-01",110938,2011,7,3,"Matched (3)"
201107,210102,1.267769,1.19,1.2,1.39,"Bread",282,01-07-2011,"2011-07-01",110938,2011,7,3,"Matched (3)"
201108,210102,1.264634,1.1,1.2,1.4,"Bread",283,01-08-2011,"2011-08-01",111624,2011,8,3,"Matched (3)"
201108,310109,2.944746,2.7,3,3.2,"Beer",283,01-08-2011,"2011-08-01",111624,2011,8,3,"Matched (3)"
201109,210102,1.266017,1.15,1.2,1.4,"Bread",284,01-09-2011,"2011-09-01",112468,2011,9,3,"Matched (3)"
201109,310109,2.950498,2.7,2.995,3.2,"Beer",284,01-09-2011,"2011-09-01",112468,2011,9,3,"Matched (3)"
201110,210102,1.281322,1.07,1.25,1.44,"Bread",285,01-10-2011,"2011-10-01",112689,2011,10,4,"Matched (3)"
201110,310109,2.943295,2.7,3,3.2,"Beer",285,01-10-2011,"2011-10-01",112689,2011,10,4,"Matched (3)"
201111,310109,2.949327,2.7,3,3.2,"Beer",286,01-11-2011,"2011-11-01",112558,2011,11,4,"Matched (3)"
201111,210102,1.267107,1.2,1.25,1.44,"Bread",286,01-11-2011,"2011-11-01",112558,2011,11,4,"Matched (3)"
201112,310109,2.952825,2.7,3,3.2,"Beer",287,01-12-2011,"2011-12-01",113770,2011,12,4,"Matched (3)"
201112,210102,1.261475,1.15,1.225,1.44,"Bread",287,01-12-2011,"2011-12-01",113770,2011,12,4,"Matched (3)"
201201,210102,1.317934,1.2,1.26,1.42,"Bread",288,01-01-2012,"2012-01-01",112915,2012,1,1,"Matched (3)"
201201,310109,2.944896,2.7,3,3.25,"Beer",288,01-01-2012,"2012-01-01",112915,2012,1,1,"Matched (3)"
201202,310109,2.974496,2.7,3,3.3,"Beer",289,01-02-2012,"2012-02-01",109908,2012,2,1,"Matched (3)"
201202,210102,1.321364,1.2,1.2,1.45,"Bread",289,01-02-2012,"2012-02-01",109908,2012,2,1,"Matched (3)"
201203,310109,2.99595,2.7,3,3.3,"Beer",290,01-03-2012,"2012-03-01",112591,2012,3,1,"Matched (3)"
